0,-951
1,-12456
2,-9397
3,-275
4,-121
5,-765
6,-1025
7,-1025
8,-67
9,-501
10,-469
11,-1025
12,-1025
13,-135
14,-1117
15,-149
16,-1101
17,-87
18,-1025
19,-601
20,-701
21,-147
22,-537
23,-123
24,-717
25,-631
26,-657
27,-49
28,-593
29,-255
30,-597
31,-1025
32,-177
33,-365
34,-721
35,-699
36,-429
37,-567
38,-271
39,-879
40,-229
41,-95
42,-1025
43,-873
44,-617
45,-645
46,-25
47,-25
48,-25
49,-25
50,-25
51,-25
52,-25
53,-25
54,-25
55,-25
56,-25
57,-75
58,-1094
59,-187
60,-373
61,-245
62,-1117
63,-607
64,-103
65,-39
66,-431
67,-91
68,-807
69,-259
70,-619
71,-125
72,-1001
73,-229
74,-109
75,-1117
76,-1049
77,-199
78,-37
79,-101
80,-857
81,-99
82,-125
83,-367
84,-407
85,-157
86,-1123
87,-665
88,-197
89,-117
90,-69
91,-253
92,-361
93,-107
94,-329
95,-1025
96,-1025
97,-1163
98,-235
99,-1025
100,-1117
101,-549
102,-399
103,-107
104,-271
105,-1025
106,-79
107,-603
108,-157
109,-1117
110,-555
111,-825
112,-1232
113,-197
114,-713
115,-337
116,-231
117,-1071
118,-885
119,-667
120,-73
121,-821
122,-1025
123,-1071
124,-1071
125,-393
126,-883
127,-811
128,-97
129,-1071
130,-867
131,-683
132,-381
133,-239
134,-451
135,-907
136,-427
137,-1047
138,-1117
139,-135
140,-263
141,-471
142,-931
143,-75
144,-25
145,-25
146,-25
147,-25
148,-25
149,-25
150,-25
151,-25
152,-25
153,-25
154,-25
155,-25
156,-25
157,-25
158,-25
159,-25
160,-25
161,-25
162,-25
163,-25
164,-25
165,-25
166,-25
167,-25
168,-25
169,-25
170,-25
171,-25
172,-25
173,-25
174,-25
175,-25
176,-25
177,-25
178,-25
179,-25
180,-25
181,-25
182,-25
183,-25
184,-25
185,-25
186,-25
187,-25
188,-25
189,-25
190,-25
191,-25
192,-25
193,-25
194,-25
195,-25
196,-25
197,-25
198,-25
199,-25
200,-25
201,-25
202,-25
203,-25
204,-25
205,-25
206,-25
207,-25
208,-25
209,-25
210,-25
211,-25
212,-25
213,-25
214,-25
215,-25
216,-75
217,-25
218,-25
219,-25
220,-25
221,-25
222,-25
223,-25
224,-25
225,-25
226,-25
227,-25
228,-25
229,-25
230,-25
231,-25
232,-25
233,-25
234,-27
235,-25
236,-25
237,-25
238,-25
239,-25
240,-25
241,-25
242,-25
243,-25
244,-25
245,-25
246,-25
247,-25
248,-25
249,-25
250,-25
251,-25
252,-25
253,-25
254,-25
255,-25
256,-25
257,-25
258,-25
259,-25
260,-25
261,-25
262,-25
263,-25
264,-25
265,-25
266,-25
267,-25
268,-25
269,-25
270,-25
271,-25
272,-25
273,-25
274,-25
275,-25
276,-25
277,-25
278,-25
279,-25
280,-25
281,-25
282,-25
283,-27
284,-25
285,-25
286,-25
287,-25
288,-27
289,-25
290,-25
291,-25
292,-25
293,-25
294,-25
295,-25
296,-25
297,-75
298,-25
299,-25
300,-25
301,-25
302,-25
303,-25
304,-25
305,-25
306,-25
307,-25
308,-25
309,-25
310,-25
311,-25
312,-25
313,-25
314,-25
315,-25
316,-25
317,-25
318,-25
319,-25
320,-25
321,-25
322,-25
323,-25
324,-25
325,-25
326,-25
327,-25
328,-25
329,-25
330,-25
331,-25
332,-25
333,-25
334,-25
335,-25
336,-25
337,-25
338,-25
339,-25
340,-25
341,-25
342,-25
343,-25
344,-25
345,-25
346,-25
347,-25
348,-75
349,-25
350,-25
351,-25
352,-25
353,-75
354,-25
355,-75
356,-25
357,-25
358,-25
359,-25
360,-25
361,-25
362,-25
363,-25
364,-25
365,-25
366,-25
367,-25
368,-25
369,-25
370,-25
371,-25
372,-25
373,-25
374,-25
375,-25
376,-25
377,-25
378,-25
379,-25
380,-25
381,-25
382,-75
383,-25
384,-25
385,-25
386,-25
387,-25
388,-25
389,-25
390,-25
391,-25
392,-25
393,-25
394,-25
395,-25
396,-25
397,-75
398,-25
399,-25
400,-25
401,-25
402,-25
403,-25
404,-25
405,-25
406,-25
407,-25
408,-25
409,-25
410,-25
411,-25
412,-25
413,-25
414,-25
415,-25
416,-25
417,-25
418,-25
419,-25
420,-25
421,-25
422,-25
423,-25
424,-25
425,-25
426,-25
427,-25
428,-25
429,-25
430,-25
431,-25
432,-25
433,-25
434,-25
435,-25
436,-25
437,-25
438,-25
439,-25
440,-25
441,-25
442,-25
443,-25
444,-25
445,-27
446,-25
447,-25
448,-25
449,-25
450,-25
451,-25
452,-25
453,-25
454,-25
455,-25
456,-25
457,-25
458,-25
459,-25
460,-25
461,-25
462,-25
463,-25
464,-25
465,-25
466,-25
467,-25
468,-25
469,-25
470,-25
471,-25
472,-25
473,-25
474,-25
475,-25
476,-25
477,-25
478,-25
479,-25
480,-25
481,-25
482,-25
483,-25
484,-75
485,-25
486,-25
487,-25
488,-25
489,-25
490,-25
491,-25
492,-25
493,-25
494,-25
495,-25
496,-25
497,-25
498,-25
499,-25
[[(4, 4), 2, -25], [(4, 3), 2, -25], [(4, 2), 2, -25], [(4, 1), 2, -25], [(4, 0), 0, -25], [(3, 0), 0, -25], [(2, 0), 0, -25], [(1, 0), 0, 150]]
