1,-210
2,-449
3,-943
4,-281
5,-254
6,-250
7,-256
8,-202
9,-129
10,-354
11,-360
12,-352
13,-254
14,-200
15,-250
16,-441
17,-1022
18,-308
19,-206
20,-504
21,-489
22,-304
23,-651
24,-1419
25,-252
26,-202
27,-1298
28,-202
29,-857
30,-202
31,-202
32,-200
33,-462
34,-477
35,-302
36,-258
37,-429
38,-449
39,-912
40,-612
41,-193
42,-441
43,-206
44,-530
45,-204
46,-208
47,-181
48,-585
49,-81
50,-314
51,-393
52,-337
53,-281
54,-275
55,-356
56,-662
57,-200
58,-911
59,-306
60,-518
61,-637
62,-316
63,-453
64,-1295
65,-708
66,-231
67,-832
68,-364
69,-620
70,-406
71,-535
72,-495
73,-799
74,-204
75,-322
76,-674
77,-283
78,-591
79,-277
80,-433
81,-662
82,-404
83,-404
84,-643
85,-901
86,-333
87,-383
88,-250
89,-576
90,-531
91,-874
92,-400
93,-250
94,-241
95,-200
96,-643
97,-200
98,-352
99,-202
100,-212
101,-406
102,-252
103,-701
104,-308
105,-457
106,-333
107,-657
108,-466
109,-1301
110,-200
111,-304
112,-202
113,-202
114,-204
115,-420
116,-385
117,-252
118,-237
119,-460
120,-250
121,-687
122,-385
123,-231
124,-337
125,-495
126,-635
127,-79
128,-485
129,-385
130,-539
131,-483
132,-200
133,-327
134,-264
135,-641
136,-210
137,-591
138,-225
139,-202
140,-300
141,-202
142,-256
143,-764
144,-283
145,-200
146,-204
147,-235
148,-356
149,-1547
150,-352
151,-608
152,-285
153,-250
154,-229
155,-250
156,-139
157,-200
158,-300
159,-254
160,-379
161,-204
162,-206
163,-208
164,-485
165,-179
166,-356
167,-341
168,-379
169,-329
170,-354
171,-481
172,-537
173,-225
174,-281
175,-931
176,-406
177,-454
178,-458
179,-783
180,-277
181,-591
182,-541
183,-225
184,-437
185,-437
186,-360
187,-254
188,-202
189,-254
190,-433
191,-275
192,-808
193,-325
194,-404
195,-327
196,-535
197,-559
198,-256
199,-389
200,-202
201,-504
202,-185
203,-291
204,-435
205,-29
206,-327
207,-129
208,-287
209,-27
210,-200
211,-225
212,-233
213,-356
214,-187
215,-281
216,-200
217,-202
218,-352
219,-254
220,-406
221,-529
222,-377
223,-695
224,-206
225,-177
226,-429
227,-527
228,-83
229,-206
230,-758
231,-477
232,-200
233,-250
234,-181
235,-254
236,-379
237,-252
238,-666
239,-181
240,-743
241,-589
242,-441
243,-635
244,-204
245,-1199
246,-79
247,-283
248,-275
249,-202
250,-691
251,-139
252,-310
253,-485
254,-31
255,-200
256,-437
257,-202
258,-229
259,-200
260,-333
261,-387
262,-256
263,-200
264,-125
265,-97
266,-829
267,-587
268,-81
269,-399
270,-202
271,-510
272,-225
273,-233
274,-204
275,-81
276,-333
277,-281
278,-429
279,-331
280,-254
281,-200
282,-481
283,-345
284,-252
285,-175
286,-200
287,-200
288,-75
289,-354
290,-129
291,-737
292,-204
293,-175
294,-181
295,-356
296,-77
297,-335
298,-133
299,-204
300,-181
301,-377
302,-277
303,-395
304,-202
305,-447
306,-252
307,-803
308,-350
309,-204
310,-202
311,-285
312,-585
313,-27
314,-851
315,-335
316,-379
317,-277
318,-179
319,-281
320,-308
321,-131
322,-379
323,-302
324,-289
325,-129
326,-250
327,-200
328,-77
329,-304
330,-133
331,-177
332,-227
333,-227
334,-483
335,-227
336,-279
337,-787
338,-179
339,-377
340,-81
341,-206
342,-337
343,-131
344,-183
345,-177
346,-229
347,-202
348,-381
349,-281
350,-25
351,-79
352,-127
353,-333
354,-350
355,-79
356,-254
357,-185
358,-233
359,-200
360,-279
361,-127
362,-383
363,-327
364,-200
365,-137
366,-33
367,-127
368,-129
369,-289
370,-385
371,-304
372,-227
373,-131
374,-191
375,-75
376,-304
377,-181
378,-475
379,-179
380,-308
381,-227
382,-187
383,-250
384,-77
385,-277
386,-252
387,-200
388,-127
389,-225
390,-125
391,-83
